@relation dwt_64

@attribute a0 numeric
@attribute a1 numeric
@attribute a2 numeric
@attribute a3 numeric
@attribute a4 numeric
@attribute a5 numeric
@attribute a6 numeric
@attribute a7 numeric
@attribute a8 numeric
@attribute a9 numeric
@attribute a10 numeric
@attribute a11 numeric
@attribute a12 numeric
@attribute a13 numeric
@attribute a14 numeric
@attribute a15 numeric
@attribute a16 numeric
@attribute a17 numeric
@attribute a18 numeric
@attribute a19 numeric
@attribute a20 numeric
@attribute a21 numeric
@attribute a22 numeric
@attribute a23 numeric
@attribute a24 numeric
@attribute a25 numeric
@attribute a26 numeric
@attribute a27 numeric
@attribute a28 numeric
@attribute a29 numeric
@attribute a30 numeric
@attribute a31 numeric
@attribute a32 numeric
@attribute a33 numeric
@attribute a34 numeric
@attribute a35 numeric
@attribute a36 numeric
@attribute a37 numeric
@attribute a38 numeric
@attribute a39 numeric
@attribute a40 numeric
@attribute a41 numeric
@attribute a42 numeric
@attribute a43 numeric
@attribute a44 numeric
@attribute a45 numeric
@attribute a46 numeric
@attribute a47 numeric
@attribute a48 numeric
@attribute a49 numeric
@attribute a50 numeric
@attribute a51 numeric
@attribute a52 numeric
@attribute a53 numeric
@attribute a54 numeric
@attribute a55 numeric
@attribute a56 numeric
@attribute a57 numeric
@attribute a58 numeric
@attribute a59 numeric
@attribute a60 numeric
@attribute a61 numeric
@attribute a62 numeric
@attribute a63 numeric
@attribute a64 numeric
@attribute a65 numeric
@attribute a66 numeric
@attribute a67 numeric
@attribute a68 numeric
@attribute a69 numeric
@attribute a70 numeric
@attribute a71 numeric
@attribute a72 numeric
@attribute a73 numeric
@attribute a74 numeric
@attribute a75 numeric
@attribute a76 numeric
@attribute a77 numeric
@attribute a78 numeric
@attribute a79 numeric
@attribute a80 numeric
@attribute a81 numeric
@attribute a82 numeric
@attribute a83 numeric
@attribute a84 numeric
@attribute a85 numeric
@attribute a86 numeric
@attribute a87 numeric
@attribute a88 numeric
@attribute a89 numeric
@attribute a90 numeric
@attribute a91 numeric
@attribute a92 numeric
@attribute a93 numeric
@attribute a94 numeric
@attribute a95 numeric
@attribute a96 numeric
@attribute a97 numeric
@attribute a98 numeric
@attribute a99 numeric
@attribute a100 numeric
@attribute class {0,1,2,3,4,5,6,7}

@data
22,177.1,219.0915,16.204266,197.9125,-5.127,10.3765,5.712106,2.80775,-44.056288,49.44232,30.09369,-6.249321,-19.7755,27.3925,15.335316,-0.042875,-13.396138,13.741913,8.085693,2.188142,-236.4015,-193.579,16.168733,-214.612,-11.35225,8.3745,7.393109,-1.562125,-49.511617,44.33206,30.131849,6.421855,-27.637,16.357,15.179924,-0.171,-12.291637,13.948388,7.569811,-2.240026,-697.1175,-636.33,27.182754,-666.795625,-9.9625,24.635,14.93306,6.650625,-72.605724,65.562941,46.781258,-12.655002,-38.325,40.43,28.344686,-2.189687,-19.890914,15.054303,12.640573,1.828976,-17.0895,62.5975,31.470477,14.019875,-7.666,29.5655,15.676816,10.150125,-72.574965,79.273388,49.232605,-11.441253,-42.578,55.2245,29.175171,-1.333625,-22.02779,25.549889,12.855109,2.242059,437.52625,534.32375,37.441189,472.991813,-28.53775,40.987,25.98627,5.035687,-98.263094,86.07328,59.282879,-14.574222,-48.487,54.545,39.039518,-1.486594,-27.275937,30.590854,17.3279,1.599365,1
23,189.0625,236.25525,17.791131,218.408188,-16.1135,-1.5135,6.09598,-5.627438,-46.024166,38.877438,30.751326,6.698202,-29.4925,35.01,19.05792,0.885094,-16.84894,10.772065,7.66354,1.389664,-252.53925,-206.1765,17.550728,-235.156313,-0.147,13.6965,5.560135,4.833813,-38.635607,45.057198,30.691467,-6.689716,-36.5235,25,18.738113,-1.269406,-12.153044,16.711055,7.703421,-1.268881,-685.5475,-643.165,19.496974,-666.10625,-21.2175,8.595,11.299991,-4.07125,-74.787149,62.045085,50.863197,10.258352,-40.73,38.475,28.738675,0.960625,-18.922177,16.503872,11.961162,2.24197,7.32375,76.14725,27.95802,38.903938,-20.99625,11.865,12.072194,-1.379437,-78.651841,83.554919,55.489986,11.989482,-58.203,40.5765,30.943118,-2.716094,-24.513978,23.40877,12.861939,1.061743,446.50775,523.01625,28.752522,486.077125,-26.21675,24.63625,18.664063,-2.33625,-102.788577,78.444659,67.833368,8.843696,-41.6,45.8,33.336258,1.754813,-29.90001,26.655097,15.321916,3.252249,1
24,192.89525,214.4535,8.509542,205.499375,-4.78525,14.5995,8.511826,3.74125,-48.924011,36.735611,32.153209,-3.551974,-32.2755,30.762,16.935327,-0.2105,-12.360934,11.808683,7.372495,-0.66689,-231.592,-211.3035,7.743766,-221.453875,-14.16,4.2235,8.249389,-4.01,-37.806525,46.715009,32.330672,3.1118,-31.006,30.4195,16.562468,0.308187,-12.498112,13.188956,7.792258,0.709935,-724.635,-688.985,13.265526,-702.67375,-14.915,19.17,14.856779,1.2825,-73.334044,64.530565,53.510538,-1.080106,-44.235,33.355,27.329107,-0.541875,-17.94637,17.401898,11.324508,-0.587341,26.22,48.46175,8.515732,37.902375,-13.721,8.81325,9.697734,-1.501625,-78.721137,54.966239,52.974637,-6.34425,-53.2225,41.6505,28.999309,0.762937,-24.651864,20.508925,14.217846,-1.104943,430.98225,460.40025,11.493249,450.549625,-8.66625,18.438,10.512064,2.9925,-94.739934,82.17394,70.994876,-2.304549,-50.489,52.7805,36.415874,0.115812,-23.06653,22.443569,14.706188,-0.189372,1
25,201.8555,230.59075,10.767511,212.713563,-7.78825,10.44975,6.800541,2.777312,-55.139126,34.975623,33.066006,-4.760287,-29.3455,19.4825,16.174566,-1.223719,-13.879092,11.945862,7.009257,-2.242125,-247.168,-220.87425,10.34534,-229.516563,-12.4515,6.494,6.747025,-3.259312,-34.354076,54.137863,32.505761,4.462507,-18.4075,28.125,15.687174,1.214719,-13.396138,12.981773,7.234019,2.118956,-740.55,-681.64,21.745907,-711.461875,-17.2125,21.78,14.269475,5.568125,-68.879272,66.224086,51.223555,-8.173712,-42.285,31.885,27.101175,-1.562813,-15.054303,17.394827,11.27951,-2.529454,39.087,88.96475,17.786067,66.235313,0.293,18.53,7.228819,6.188688,-77.92741,60.801637,50.822387,-12.559145,-49.1205,37.8905,30.791906,-3.240906,-24.031024,17.194008,11.239455,-3.055651,428.34575,493.679,26.842266,467.065938,-22.78025,20.82525,16.019524,2.122188,-88.108333,91.084192,65.173499,-5.264277,-52.737,65.137,36.879897,0.470281,-23.963849,30.730861,15.346937,-2.77135,1
26,183.3495,231.29925,19.52391,209.314063,-17.18725,9.033,10.396534,-4.589813,-49.096899,39.70546,29.660839,5.783117,-30.1755,23.291,16.072618,1.629719,-16.710347,13.672617,8.077597,-1.510491,-248.8045,-199.87775,20.044156,-226.544438,-6.81175,18.31075,9.647493,5.364937,-40.396657,47.681271,29.422247,-5.252433,-26.172,27.9295,15.772845,-1.791406,-14.294164,14.777825,8.197203,1.443669,-766.1925,-707.955,21.95696,-739.641875,-14.92,13.205,11.564004,-3.645625,-67.882251,75.480113,48.291842,14.298141,-41.94,36.865,28.342119,2.682813,-14.361339,17.536248,11.715448,-1.913829,22.77825,102.173,34.644708,65.887375,-21.118,12.1345,11.915885,-6.268,-70.29596,74.577492,49.223942,13.953161,-38.086,43.555,25.975743,3.31125,-21.337654,34.52661,14.675634,-0.9732,394.94625,495.2385,39.485016,456.964563,-25.341,9.0545,12.3445,-6.341063,-83.380971,94.185916,62.091944,19.158572,-59.8635,48.685,37.425883,2.591094,-27.690302,23.475945,16.103753,-2.237396,1
27,187.47575,225.39075,15.359774,211.022875,-10.32675,16.45475,9.509902,2.30725,-39.119268,42.709603,27.847514,-8.226127,-27.148,29.785,18.461903,-0.970437,-15.053596,15.053596,8.194459,-1.299044,-243.13975,-204.59,15.77983,-227.942063,-19.89725,10.96175,10.979455,-3.405813,-43.780163,38.877084,27.934184,7.50943,-31.4945,27.197,18.482871,1.055906,-14.156278,12.982481,7.580371,1.208423,-788.8625,-752.0225,14.716454,-765.36625,-11.475,14.77,10.238331,2.33125,-61.419295,75.992766,51.000966,-11.189081,-36.62,38.67,27.753372,-1.159375,-18.504984,18.646406,11.755846,-1.704569,67.06525,118.7015,20.639301,84.85725,-19.01825,16.04,12.908333,0.164875,-64.046904,77.995646,48.773252,-7.66053,-40.7715,49.5115,29.936398,-1.345875,-22.925816,19.956675,13.448484,-1.275355,416.89425,490.25675,26.035892,452.9295,-25.83025,23.55775,17.916085,2.464,-87.59462,89.731851,66.990408,-11.722858,-43.4095,52.005,37.17691,0.952625,-28.178205,27.895363,15.734327,-2.054366,1
28,201.6355,209.59475,3.013368,206.6895,-14.62425,2.7585,6.544546,-4.699875,-35.182805,46.093109,30.705738,4.971933,-21.6795,28.8575,16.418493,2.490125,-17.401191,14.708528,8.081036,1.014168,-224.09675,-219.1655,2.01019,-222.619563,-3.19825,17.6755,7.764097,4.870563,-45.747687,38.669902,31.320781,-4.497155,-31.6405,23.486,16.7477,-2.227844,-14.362753,15.951622,7.468485,-0.983961,-792.1625,-748.07,18.115574,-773.784375,-17.945,24.9725,18.843766,1.789375,-65.743253,73.613351,52.368697,2.438193,-31.15,40.48,26.04082,0.504062,-17.394827,17.543319,11.990517,1.32693,77.17275,119.40975,15.746155,97.918875,-24.02325,20.72725,17.648662,-3.887875,-63.322119,77.650931,51.936154,1.05739,-35.547,56.9825,30.374261,0.863563,-27.483119,31.833947,15.077706,1.542995,434.012,512.452,28.666722,467.913625,-22.45825,41.54975,29.693129,7.72075,-100.060913,102.373859,71.945227,-0.971034,-45.507,53.125,34.678115,-0.405563,-22.922988,29.903546,16.73361,0.783474,1
29,193.384,227.29475,12.684395,206.951875,-17.18775,15.2105,11.822603,-3.436125,-37.840819,52.135337,33.206325,6.883773,-21.24,30.7615,16.227652,1.1445,-16.365279,13.60332,8.292315,1.806127,-243.4815,-209.25275,12.763664,-223.083375,-16.77225,14.67275,12.34116,3.723125,-52.066394,37.39216,32.970724,-6.620729,-30.859,19.3845,16.063536,-1.281687,-12.636705,15.605847,7.588853,-1.825529,-847.9975,-805.685,15.07887,-825.425,-20.29,21.6325,18.014303,-1.6,-72.407734,70.784924,51.647042,10.012632,-35.255,40.96,27.479699,1.788125,-20.025264,15.464425,12.266017,3.15458,83.5695,126.27025,19.240988,104.92575,-26.587,13.15925,14.45165,-4.35175,-63.771132,83.174496,53.167449,16.991511,-34.228,44.7265,27.774166,3.720062,-26.240733,16.572462,13.580504,2.229066,421.7305,467.5065,17.752172,443.029625,-31.3015,21.511,18.778675,-3.442375,-108.517203,89.013076,66.169888,14.018038,-37.8405,51.073,36.4839,4.888563,-24.170324,26.375083,14.690818,4.005937,1
30,186.01075,231.714,17.716862,211.19975,-8.9115,19.67775,10.797992,4.14425,-44.159526,42.847489,26.724957,-7.332697,-26.0745,30.2245,17.167273,-0.259313,-17.263305,12.567409,8.70254,1.741427,-247.77825,-204.614,17.032269,-228.100688,-19.06775,10.18075,10.942547,-3.442562,-43.365798,43.193264,26.717745,7.276527,-31.1035,23.7305,17.052401,0.164719,-13.741206,15.537257,8.549492,-1.708967,-866.09,-812.82,23.64857,-836.07375,-5.81,18.67,10.535965,4.59875,-70.675323,63.392123,46.234956,-14.085567,-41.55,41.895,29.408622,-2.57,-18.504984,16.984705,12.339304,2.08022,93.7505,159.131,23.771706,126.044063,-19.6285,35.547,21.051378,6.695813,-61.147059,65.290351,43.102328,-9.326517,-46.3375,47.3145,32.520661,-2.206344,-20.992586,31.695354,13.476738,2.613312,393.435,463.38025,30.485344,431.317688,-13.62875,39.3295,22.191817,12.954563,-89.974742,82.765788,57.043574,-14.790155,-53.464,47.8035,38.553801,-3.262656,-20.440336,27.138051,14.925051,1.854144,1
31,200.7565,243.01725,15.32398,218.792688,-18.9695,13.3055,12.154215,1.043687,-38.807788,37.185331,27.486577,8.635939,-29.9805,30.7615,18.758127,1.327594,-15.330075,12.774591,7.775826,1.050871,-258.8865,-216.55275,15.232675,-235.0585,-13.3055,15.91775,11.103298,-2.551125,-38.670256,35.700761,27.069995,-9.097813,-29.834,27.4905,18.234,-1.361125,-15.053596,15.053596,8.021796,-1.031404,-853.1525,-806.4975,18.597372,-822.94125,-23.7075,11.3225,12.561572,-5.0075,-70.502082,62.218326,49.146466,11.204991,-41.65,38.815,28.96614,2.77,-18.717116,16.779644,11.482123,1.708989,141.821,175.1465,12.980862,153.424063,-41.69925,9.1315,19.560664,-9.771562,-78.720784,87.525324,56.259884,10.560772,-51.367,41.0155,31.490747,1.406719,-24.72116,33.559995,14.001667,0.88258,426.3895,461.499,13.170283,447.83225,-29.201,5.8845,13.548228,-14.95925,-104.37285,96.222737,68.264344,11.803468,-46.73,55.08,36.942195,0.3635,-23.339474,24.309624,14.229856,1.999742,1
32,200.61025,212.158,4.492142,204.730188,-15.25875,7.15375,8.11356,-2.532812,-44.366354,42.847135,31.945575,-3.98353,-26.465,24.4145,15.815339,-0.015219,-10.012632,12.843888,6.742211,-1.124322,-229.27225,-217.77375,4.562698,-221.765375,-8.78925,12.49975,7.588839,1.098625,-41.293975,45.195083,31.871172,4.496934,-23.584,23.584,15.178186,0.451625,-14.224867,10.772065,7.356458,1.117847,-856.72,-825.12,12.902409,-841.21625,-24.54,18.53,16.859056,-0.4725,-69.19747,71.08898,52.572562,-0.256326,-41.155,35.055,27.488424,1.303125,-14.919953,17.472609,10.978797,-1.456198,142.114,174.8785,12.282405,161.694438,-25.95175,14.331,14.599249,-3.344688,-73.990946,81.655277,56.719579,2.02838,-45.899,34.326,26.575774,1.458719,-18.575695,27.275937,12.320037,-1.73071,397.41,454.7145,23.377218,437.665813,-13.889,28.7605,16.643358,3.900313,-91.909386,89.149902,68.777497,2.197379,-53.318,45.2615,39.561254,3.939406,-24.928342,24.516806,16.362717,-1.840754,1
33,189.2585,215.28325,9.369989,202.337813,-15.30725,18.89625,12.292831,3.717063,-47.060078,39.878701,32.404791,-3.327512,-34.033,25.195,18.201125,-1.107719,-10.634179,12.981773,7.196107,-1.806238,-231.958,-207.154,8.878292,-219.269125,-19.5065,13.6715,11.779999,-3.98575,-38.497014,46.334586,31.884671,2.86997,-23.3885,31.7875,17.769636,1.034562,-14.501346,12.222341,7.672573,1.801796,-868.725,-812.8625,20.395301,-838.635,-23.12,20.5275,16.231234,3.44125,-67.846896,66.326616,50.001663,-10.720623,-44.965,31.195,28.130593,-2.618125,-15.542207,18.851467,11.625539,-3.236781,142.45575,212.89075,28.93329,192.236188,-22.21675,34.937,20.31495,6.872687,-60.490864,67.844774,48.735619,-9.261817,-50.9765,46.4845,30.144081,-0.762906,-15.813029,33.490698,12.676386,-2.468664,389.747,490.60575,41.476116,461.342563,-21.41375,25.48775,18.229121,9.569812,-82.243943,83.656389,57.978347,-15.001315,-53.0755,45.998,34.731358,-0.438406,-21.061883,26.79369,14.188687,-3.983376,1
34,187.6955,240.08775,20.914721,204.327438,-17.09,23.09525,16.749765,-1.678687,-38.359836,42.121997,27.385797,7.660397,-35.205,28.467,18.733995,0.997906,-10.358407,19.610899,7.953419,-1.012069,-254.0285,-205.00475,19.530061,-220.654375,-22.5585,16.01575,15.838954,1.123125,-43.572627,38.255891,27.797461,-7.069388,-32.8615,34.6195,18.954583,-1.159687,-20.439629,10.289111,8.09936,1.10481,-853.17,-787.14,26.380735,-828.025,-19.87,11.3025,14.306825,-5.24875,-61.840024,72.991097,45.484684,13.308634,-42.82,35.405,29.049731,2.13,-17.472609,17.401898,11.550123,-1.623252,167.5775,250.683,30.094347,203.619125,-26.8555,10.54675,17.367057,-7.354625,-67.223581,79.894581,49.539837,12.710068,-53.6135,37.744,29.329408,-0.369188,-20.716107,20.508925,11.581772,-1.361622,427.786,496.798,29.051251,461.151375,-30.563,12.376,17.738423,-9.405625,-73.679466,94.669931,59.263108,20.461549,-55.911,63.919,41.100233,2.120938,-23.065823,30.179317,16.875501,-2.435762,1
35,191.2845,211.035,7.174245,199.603063,-3.4425,6.95825,4.129302,2.142437,-43.020023,40.464893,27.424719,-6.624928,-27.9295,27.441,17.39959,-1.626656,-15.951622,18.78217,8.35355,-0.904235,-228.8815,-208.66725,7.319416,-217.370438,-8.9355,1.87975,4.358217,-2.441313,-42.329533,44.125584,27.631491,6.491108,-29.15,28.2715,17.737052,1.446531,-18.851467,15.537257,8.10315,0.850274,-831.8175,-793.6475,15.447131,-820.180625,-12.1775,13.9225,9.326268,1.529375,-67.016045,71.332932,50.207313,-10.417893,-37.41,40.575,27.969482,-2.795937,-19.890914,17.67767,12.098828,-0.768758,206.64025,249.9025,17.737099,228.539625,-20.996,8.64225,11.251722,-4.724125,-61.250296,66.084078,44.96898,-5.817809,-40.723,37.5,27.539344,-4.12,-24.031024,22.166383,12.623945,-1.540786,467.531,514.7965,19.662428,481.068,-19.679,17.18825,13.498432,0.414125,-97.466538,105.719535,74.099564,-10.064604,-46,50.8325,35.49253,-2.301938,-31.353822,29.698485,17.501568,-1.074537,1
36,184.839,214.69775,11.355549,199.414188,-8.56925,15.47875,9.235848,0.988812,-42.7789,49.787742,34.067675,3.823813,-21.338,28.6625,15.822763,-0.006031,-12.153751,18.161331,7.835049,1.648597,-231.46975,-205.22475,10.075442,-217.199875,-17.4805,7.642,9.398883,-2.28275,-49.649149,43.71122,33.452165,-3.858328,-30.6635,24.0725,16.366327,0.30525,-16.434576,11.462201,7.143967,-1.316368,-833.0325,-790.9225,15.439662,-810.16875,-15.6475,13.7675,12.932574,1.02625,-65.669007,72.747146,52.744116,-0.345598,-34.03,39.75,25.893411,-0.560625,-18.087791,18.922177,12.209639,2.076242,222.24125,286.25375,23.906284,256.7195,-16.015,17.25875,12.016285,3.0695,-62.804517,92.910649,57.513467,-0.030229,-35.4,47.2145,25.739172,-2.41425,-22.718634,37.082801,14.463488,2.177491,449.60475,518.386,26.453536,489.71425,-40.549,30.8795,25.358178,-2.729625,-96.254557,84.555829,63.629214,-8.041042,-47.2155,52.295,33.031627,0.119,-31.3517,27.28018,16.881081,2.591723,1
37,180.5665,214.81925,13.11686,192.877125,-15.69825,22.04575,15.472582,-0.567625,-35.907943,44.125584,30.185232,5.278287,-24.072,30.8595,16.516322,0.650125,-16.503872,13.188956,7.843389,2.47947,-230.664,-197.9245,12.551627,-209.71675,-24.487,14.99,15.276539,-0.634875,-44.643187,36.736672,30.995442,-4.721529,-32.8615,21.8745,17.117811,-0.567625,-15.605847,15.675143,7.596886,-2.408185,-842.53,-782.5925,22.08049,-816.1375,-22.265,19.0675,14.813674,-3.5775,-68.500969,64.76391,48.549404,9.659079,-34.425,40.43,26.623803,1.41,-21.686965,13.951217,12.210398,3.04763,197.94925,272.021,26.287814,234.0205,-19.5805,9.472,11.118922,-6.543625,-69.501172,73.540873,48.919685,11.281358,-40.479,46.3845,25.858803,2.813812,-29.9686,26.582265,13.384042,4.026443,387.84025,476.15025,32.900633,437.591938,-18.35925,3.59125,9.755977,-6.682187,-82.415417,72.195956,59.49563,12.710112,-46.777,62.99,35.452874,3.513156,-25.413418,24.16891,15.791309,2.932659,1
38,175.02425,219.0185,16.812069,191.241375,-4.321,12.69475,6.169391,4.57125,-37.219626,42.951434,26.494123,-7.652133,-32.763,28.6135,17.954551,-2.590937,-16.158097,11.67009,7.03155,1.305584,-236.353,-192.57825,17.071242,-208.087375,-11.47425,6.201,6.409102,-3.93675,-43.745515,36.252658,26.489842,7.194458,-28.9065,29.102,17.433504,2.249125,-12.705295,15.675143,6.977304,-1.158771,-823.335,-777.465,21.209184,-801.110625,-6.245,17.9,9.51797,6.091875,-72.298133,59.934371,46.999779,-14.872665,-40.775,39.06,28.730023,-2.442188,-22.924402,16.086679,12.174892,1.082978,225.85425,279.56475,24.88843,251.232438,-5.81075,22.92625,11.860323,11.829313,-72.435665,61.457479,47.438617,-17.944823,-59.2775,39.99,31.470606,-5.047719,-23.892431,20.16315,13.24681,1.264285,425.09875,494.72975,27.533469,464.491375,-20.993,10.98625,12.16354,-0.559,-111.553166,80.617244,65.519962,-16.48646,-54.5895,50.485,35.610541,-1.673125,-27.341698,23.891724,15.808321,1.057169,1
39,169.653,203.44225,13.769159,184.344438,-8.4715,2.80725,4.555989,-0.628562,-46.403883,40.534543,29.124169,7.842035,-29.541,29.4435,18.419932,1.480219,-13.949095,16.641758,7.336052,0.675397,-221.24075,-185.08275,14.416917,-201.507688,-2.393,7.49525,4.000997,0.616437,-41.570101,46.576063,29.323836,-7.781401,-28.5645,27.3435,17.642097,-1.333594,-16.572462,13.879799,7.698185,-0.778989,-823.7275,-766.8,20.49786,-798.625625,-18.8475,14.7725,13.603391,-2.604375,-71.025341,61.079884,49.649483,10.872209,-42.385,35.69,28.749972,1.912813,-17.543319,17.472609,11.458994,0.135897,215.3075,276.489,22.352984,247.344875,-4.565,8.59375,4.893319,1.70325,-73.093274,62.976344,49.210063,6.460835,-51.123,50.83,31.109821,5.343563,-19.680196,32.869859,13.043149,0.343124,422.166,500.416,29.505021,467.174875,-24.5115,36.91475,22.814098,-0.684125,-84.417236,83.482794,64.131728,7.8541,-59.9095,54.105,33.945803,-0.732875,-30.384378,23.751717,15.32424,-0.557156,1
40,159.42425,183.5205,9.624273,170.703188,-13.379,12.35375,9.81857,-0.024437,-40.154473,38.807434,29.805871,-2.209664,-35.107,22.949,17.868385,0.762906,-12.775298,14.985007,7.185565,-1.678782,-200.2925,-175.806,9.71297,-186.883625,-10.669,12.13425,9.559984,-0.2135,-38.566311,39.429335,29.415505,2.386662,-21.24,35.0095,17.373379,0.143438,-16.089508,12.636705,7.764833,1.63788,-822.195,-789.2825,15.034771,-806.550625,-23.3625,13.7725,16.32359,-2.178125,-66.842804,63.565364,50.997255,-0.401725,-45.46,30.52,27.273974,0.467188,-17.189766,17.543319,11.067208,-2.151151,224.92725,268.579,18.268212,245.501625,-27.44225,15.8465,17.658287,-5.193625,-73.161864,67.706535,53.522953,2.507577,-54.1505,54.297,28.146665,1.999125,-23.618074,15.950915,12.106474,-3.420231,427.49025,482.9845,21.558488,458.489375,-24.58275,22.8275,20.654789,-2.643125,-88.769478,95.087124,67.304935,2.620538,-53.5135,35.107,33.576069,-0.465938,-28.723385,24.579032,14.969596,-2.67799,1
41,166.13775,196.509,11.364558,179.773063,-16.04025,14.59975,11.170566,0.708062,-42.08841,40.810314,30.700885,-3.823989,-30.176,21.729,17.590702,0.323406,-10.3577,17.539077,7.52048,-2.157935,-213.721,-184.10575,11.651686,-196.404875,-11.6705,12.23175,9.20932,-0.335625,-41.707986,41.017497,30.218002,3.431147,-21.4355,29.1505,16.863479,-0.424125,-18.713581,9.529678,7.676001,1.901145,-809.475,-761.6425,18.476064,-792.939375,-19.625,13.525,13.558869,3.253125,-63.979022,72.892103,49.661748,-10.189851,-40.135,32.375,27.081576,-1.857813,-15.881618,17.606959,11.377195,-3.386379,262.3295,307.54275,18.328185,276.32425,-21.19175,13.11,13.482974,0.043125,-62.011497,72.817856,47.447436,-10.171996,-47.607,42.725,31.740075,0.228563,-23.065823,24.444681,13.013821,-3.631833,421.67725,500.04625,31.126987,450.639625,-13.69625,20.21525,12.766442,7.379375,-84.447995,81.276975,60.159073,-14.53785,-48.68,41.0635,34.748052,-2.616188,-23.822427,22.507209,14.439457,-4.059058,1
42,162.549,195.9475,15.086593,180.57275,-12.451,4.443,6.578816,-4.706,-40.223416,38.083003,26.416186,6.547102,-32.715,33.7405,19.116217,2.243063,-12.498819,15.53655,7.603928,-0.567453,-211.572,-177.78275,15.136006,-196.105813,-2.56325,13.867,6.076436,5.981563,-37.806878,39.429335,25.992161,-6.292587,-37.207,30.8105,18.99339,-2.905281,-14.846414,11.393612,7.542442,0.504896,-812.6,-764.5775,21.442102,-787.69,-12.945,5.2475,8.314372,-4.5,-61.111704,71.435463,47.522602,13.04612,-43.065,35.595,28.504502,2.035625,-17.74838,18.299923,12.055492,-0.856483,250.97625,317.62525,24.622345,286.779,-14.4005,5.85925,7.389122,-4.369125,-67.29111,77.131915,48.880007,11.644723,-47.0215,43.409,30.536133,3.351125,-28.104666,19.475135,12.918943,0.129577,413.502,478.20125,26.069775,449.738875,-20.33625,14.62375,12.747619,-4.108375,-83.489865,98.125915,61.656153,18.501802,-47.7525,40.6705,33.815081,0.027812,-27.690302,24.444681,15.753814,-0.934663,1
43,150.879,197.77775,19.517677,172.46075,-5.29775,15.43,7.566203,4.223875,-35.044919,36.840263,25.67164,-7.690759,-22.5585,25.0485,16.806224,-0.4945,-15.192189,12.843888,7.270226,0.612929,-212.427,-165.84525,18.936378,-187.402625,-18.042,3.68675,8.420711,-4.125875,-38.117652,36.287659,25.777986,7.915353,-27.588,25.5855,16.918637,0.988687,-12.843888,12.913184,6.649329,-0.500499,-823.995,-768.8225,19.745666,-797.839375,-17.4575,17.6075,13.513449,1.990625,-62.833509,62.426922,47.092381,-10.150076,-32.175,40.135,27.104287,-1.342187,-18.992888,17.953441,12.148287,0.294112,233.59375,309.303,30.779887,269.433563,-16.52875,21.53175,13.974703,4.858063,-64.355202,48.993661,44.561397,-10.573854,-35.8395,43.164,25.699117,-0.970406,-31.695354,24.513978,12.909761,1.001374,407.98125,504.19675,35.501017,446.684063,-23.26625,24.39,17.280179,3.973562,-92.462343,70.571025,62.089758,-14.945807,-39.848,63.326,34.67457,0.021781,-24.513978,33.078455,16.05424,0.157221,1
44,162.62225,182.42175,7.663404,170.489375,-14.33125,4.4185,7.19633,-2.972625,-37.461457,44.988608,31.184788,1.644377,-19.7755,34.1795,16.330338,0.338688,-14.432049,13.120366,7.524349,1.616225,-199.65825,-178.58925,8.088436,-187.390375,-6.4215,16.87025,8.945587,1.96525,-43.64157,36.460193,30.892361,-1.260064,-35.4005,22.461,17.050593,-0.329562,-11.600794,12.913184,6.794057,-1.497564,-787.475,-752.6875,14.635325,-772.446875,-20.585,22.68,17.307596,-0.354375,-69.812653,66.779164,51.559245,-0.51663,-33.305,41.8,26.548457,-1.117188,-17.953441,16.716004,12.016228,2.296108,265.20925,300.6355,14.238259,288.000063,-27.6105,11.4755,15.100948,-8.569562,-79.481631,69.295757,57.710888,-2.18359,-38.232,64.304,29.520668,-0.098219,-28.794802,29.762124,13.155984,2.110559,459.3525,516.969,20.586418,490.310125,-21.605,24.51275,17.927273,0.7075,-94.535934,78.966857,67.114519,-3.324639,-49.0225,51.855,35.484319,-2.575875,-23.824549,23.755959,16.00627,2.067227,1
45,134.497,156.69,9.086406,141.211,-14.1845,8.76475,9.076776,-3.320375,-41.743342,43.675865,31.494739,3.677044,-22.656,27.881,16.224563,-0.903312,-14.224867,12.913184,7.816598,2.429884,-173.218,-149.0235,9.512203,-157.196125,-10.30275,12.1585,9.212353,3.31425,-42.503128,39.429688,31.626406,-3.206729,-28.272,22.461,16.289612,0.95525,-13.741913,14.501346,7.610753,-2.410439,-789.0575,-739.675,18.644143,-765.234375,-17.285,20.68,14.189441,-2.223125,-73.404755,65.601832,49.120151,10.453248,-37.99,40.87,27.291477,1.580312,-18.639335,14.50276,11.903102,3.159221,275.17125,314.3805,14.214116,297.686438,-30.39675,13.01325,17.493456,-7.794688,-72.92074,65.220348,51.953255,11.242423,-35.5475,42.039,26.227292,1.785219,-25.204821,21.819194,13.752708,3.243388,454.198,507.12775,21.654857,485.48475,-34.76425,29.343,22.910209,0.171125,-96.915348,87.215257,64.568082,14.466521,-51.665,72.948,37.920386,5.309937,-30.797329,30.5258,16.548506,3.508752,1
