@relation dwt_32_ert

@attribute a0 numeric
@attribute a1 numeric
@attribute a2 numeric
@attribute a3 numeric
@attribute a4 numeric
@attribute a5 numeric
@attribute a6 numeric
@attribute 7 numeric
@attribute a8 numeric
@attribute a9 numeric
@attribute a10 numeric
@attribute a11 numeric
@attribute a12 numeric
@attribute a13 numeric
@attribute a14 numeric
@attribute a15 numeric
@attribute a16 numeric
@attribute class {0,1,2,3,4,5,6,7}

@data
55,148.533436,169.492081,159.297546,-180.298087,-159.409799,-168.852768,-163.311261,-134.377512,-146.755681,10.903154,-116.596251,-36.667376,-75.716906,97.986969,181.05752,146.833552,1
56,138.796929,173.56537,161.739981,-183.509413,-149.155337,-170.605156,-137.036587,-97.918026,-111.788986,10.341976,-99.9552,-30.417612,-57.70283,142.732686,201.325321,174.903569,1
57,150.053362,166.660119,159.988036,-176.293034,-159.582333,-169.767853,-139.522421,-90.701647,-112.789984,11.245262,-80.447538,-30.28008,-50.038058,143.147757,183.16293,165.477217,1
58,137.864963,154.334187,142.456914,-163.20767,-146.980276,-151.822455,-128.957185,-83.174849,-110.157425,11.189052,-54.794058,-7.423207,-36.097624,156.095236,226.909505,186.314328,1
59,143.838247,152.987502,149.819929,-163.898159,-153.920176,-159.271825,-133.031534,-85.143081,-113.61889,10.966209,-73.852707,-25.688482,-53.007288,134.067446,178.296621,157.614367,1
60,137.450952,167.557791,150.199645,-176.224798,-148.119072,-159.901857,-126.367406,-103.407296,-115.129182,11.295632,-91.598966,-26.447208,-64.176393,142.111846,213.790553,173.48803,1
61,142.388325,169.594965,157.165531,-177.12141,-150.536316,-166.34086,-117.771109,-80.308946,-100.956464,11.502762,-80.10247,-43.158616,-61.992847,156.199888,222.76692,185.503277,1
62,134.032797,172.219392,153.462678,-181.955545,-141.870015,-162.25829,-114.283659,-72.506022,-92.324458,11.73515,-98.469923,-52.687587,-68.837729,164.175345,217.726663,196.267829,1
63,128.197752,148.913506,140.428667,-161.067257,-137.623132,-149.932182,-134.204978,-74.750733,-108.888434,11.727871,-114.456193,-79.826345,-99.083249,151.295749,223.697473,179.598758,1
64,140.074671,153.367572,147.472157,-164.277522,-146.324081,-156.112295,-120.222295,-85.867866,-101.810825,10.998993,-107.75777,-81.517745,-95.518194,166.072513,204.776003,185.511055,1
65,114.456193,147.8433,125.875702,-156.474953,-124.158051,-135.534516,-119.393919,-72.852151,-99.523423,11.822532,-136.621869,-92.427695,-117.114472,168.801591,221.52418,195.870346,1
66,85.143081,150.156246,124.917484,-160.445711,-95.846556,-135.517457,-111.935357,-86.869129,-98.43554,12.027117,-159.513744,-96.087326,-123.881926,171.424251,199.59786,187.031069,1
67,86.627298,139.626012,116.579369,-151.054272,-97.95232,-126.90304,-102.095259,-74.508902,-85.88519,11.164557,-148.603086,-90.59841,-117.831125,202.638419,240.479592,223.750506,1
68,86.869129,111.106628,98.815256,-123.709392,-99.747665,-109.665456,-109.760297,-64.910281,-84.676921,11.201891,-172.046504,-127.68015,-147.748459,190.10389,244.239632,216.146368,1
69,102.2685,117.217798,111.07251,-124.191992,-113.351338,-119.816239,-115.043445,-57.590312,-89.536424,10.166081,-165.831743,-135.896731,-150.881649,191.485223,221.316644,209.463413,1
70,105.652006,135.620959,118.254063,-144.183315,-114.974148,-127.369023,-123.398265,-62.596628,-97.47741,10.966683,-205.46826,-148.567731,-182.585312,153.091447,210.26704,183.715446,1
71,114.490487,134.308569,125.763449,-142.664096,-124.158405,-135.051031,-108.13784,-73.507285,-88.327802,9.969673,-222.835156,-167.972509,-195.61128,150.259837,210.439928,181.938221,1
72,116.665548,137.79602,127.610589,-149.673646,-128.025218,-138.012129,-104.443207,-87.490676,-94.197318,10.583001,-223.938596,-179.81584,-204.40592,164.277876,214.168502,186.453186,1
73,92.808119,132.996532,116.467116,-142.04255,-104.615741,-125.961969,-108.551498,-67.223935,-87.386996,11.531577,-256.154381,-197.079499,-220.298322,158.304945,236.22988,200.581887,1
74,99.195414,125.158961,111.745587,-132.859,-107.274816,-120.550127,-117.528925,-54.206806,-93.627832,11.157851,-249.386309,-208.784237,-231.25229,156.440304,239.405143,192.519809,1
75,91.012774,123.295381,103.494093,-133.687376,-102.268147,-113.523784,-102.095259,-62.355504,-84.210672,10.347827,-242.275289,-197.321329,-225.883493,188.860797,238.615305,208.912754,1
76,96.260214,115.975058,106.463058,-126.402408,-106.307494,-116.55356,-100.368858,-49.406965,-73.714114,12.12133,-241.408376,-211.856263,-228.298793,190.378601,227.324577,207.841752,1
77,87.52497,117.321743,105.151021,-129.268312,-95.39719,-115.785465,-88.112576,-55.829969,-73.317692,11.465572,-258.225497,-219.312704,-235.159851,186.684322,222.630449,204.890465,1
78,81.689925,119.358564,103.269145,-129.544084,-93.843323,-113.799909,-95.94944,-60.939523,-75.130096,12.168348,-261.09034,-189.86206,-223.54297,174.670224,263.403286,227.883899,1
79,94.085153,118.323006,104.42606,-129.268312,-105.824187,-114.723567,-91.496082,-52.135337,-72.713205,10.969224,-245.451613,-212.061677,-228.739498,194.973028,232.918145,210.690951,1
80,101.611952,122.776718,110.571702,-134.23998,-109.518466,-120.437874,-93.670789,-57.694256,-74.776012,11.553457,-223.593882,-202.360879,-210.940736,215.894196,223.178103,220.245466,1
81,88.422642,113.040565,101.275457,-123.433267,-97.33042,-111.598951,-97.296125,-43.088966,-71.193809,12.156776,-239.752686,-189.794178,-211.70176,181.231822,246.655816,213.728593,1
82,97.986615,129.578732,118.236651,-142.353677,-109.483818,-129.449066,-74.99221,-41.051438,-55.2771,11.001702,-204.640238,-165.175548,-183.362776,174.463749,239.477621,213.555617,1
83,111.901062,126.471351,118.849624,-137.416657,-121.706866,-128.776077,-69.986247,-35.251748,-49.356053,10.977409,-201.083137,-151.675819,-169.189351,189.448756,244.655764,218.234719,1
84,93.670789,127.956275,109.510069,-140.420447,-101.888077,-119.617807,-79.204445,-36.07977,-54.85425,10.783477,-204.918131,-139.004819,-171.555596,166.695474,233.880518,207.383017,1
85,105.58271,125.884099,114.481914,-132.271748,-114.110771,-123.450061,-73.024332,-29.313112,-53.792795,10.185521,-164.829773,-117.494277,-142.033976,189.584874,244.967245,211.02771,1
86,110.071424,124.74495,117.33889,-136.380392,-121.188556,-127.930024,-74.439252,-34.181188,-52.55801,10.761748,-126.747123,-107.550588,-119.609145,174.117974,232.709195,202.162713,1
87,113.143803,129.820209,120.765795,-138.659397,-122.534888,-130.062039,-71.677293,-29.451351,-47.310217,10.848305,-127.231137,-80.481126,-101.361724,144.355849,239.372616,195.653176,1
88,118.840962,141.663187,129.880843,-151.917649,-126.125576,-138.805857,-61.87149,-26.378265,-45.782247,10.754988,-102.717159,-56.00215,-79.01441,194.281477,230.53767,210.122172,1
89,98.193797,130.510699,117.761829,-142.422266,-108.931567,-127.946995,-70.261665,-20.991879,-40.775931,11.997491,-110.416138,-42.19094,-73.990505,178.5731,248.868353,214.876227,1
90,102.613568,143.665713,120.748648,-153.056798,-113.075213,-130.536773,-55.4499,-7.18173,-36.011357,10.920391,-98.538865,-43.020377,-75.052137,162.65648,197.353149,184.045576,1
91,117.08062,145.081341,128.931464,-157.372271,-129.889505,-139.712191,-45.885927,-23.305886,-33.767177,11.522055,-82.001406,-64.599508,-73.17963,152.434191,178.088732,168.214074,1
92,106.238198,120.635952,113.920559,-128.888242,-116.32048,-123.20001,-56.968765,-11.186076,-34.983931,12.045975,-111.348812,-75.889528,-92.971814,138.762988,195.042678,170.26875,1
93,101.715543,132.409987,120.826076,-144.563032,-112.591199,-131.529374,-54.276456,0.656195,-23.495479,11.693301,-100.02379,-48.302464,-73.61945,168.318284,251.040585,210.344115,1
0,140.143968,172.943823,155.050574,-184.441733,-152.400603,-166.012674,24.099613,71.435463,46.688581,10.76847,149.569701,222.110372,182.654962,7.18173,99.954847,52.566937,1
1,129.544437,183.648005,160.471608,-196.664074,-141.110936,-172.624918,34.803442,73.3694,55.035712,11.138946,158.477479,229.499284,195.774445,48.061341,108.240724,73.852354,1
2,143.803953,177.639366,161.058419,-189.758469,-156.095236,-172.374514,36.529136,69.605824,55.734687,11.686217,176.120854,223.006983,199.729293,48.302818,93.809382,71.867328,1
3,134.688993,169.768206,148.327138,-182.74998,-146.427672,-160.471608,33.5257,82.173586,62.925079,11.762218,156.820374,223.179517,193.098753,35.320337,100.817871,71.012436,1
4,148.361609,160.963313,155.922525,-171.908619,-159.997051,-166.781211,53.171248,88.629825,68.16421,11.566727,190.242483,207.642613,199.926841,44.090936,64.530565,53.973814,1
5,130.683233,149.327871,140.454564,-162.793305,-139.902137,-151.883001,36.287306,78.85867,56.287026,11.39098,171.355661,210.889648,192.875219,24.444681,69.226107,44.340898,1
6,125.884452,159.997051,139.548319,-171.494254,-135.827434,-150.769485,43.504038,101.232589,69.934186,12.668182,172.702346,225.041683,203.249182,26.067845,76.23495,48.699858,1
7,121.637569,151.917296,142.845469,-161.827044,-130.648584,-151.831205,65.324292,109.38058,87.999881,11.514606,201.290673,241.996689,225.156941,39.878348,101.128291,65.764908,1
8,126.022338,149.293576,140.748279,-158.304945,-137.001585,-150.976755,58.143269,85.453501,74.094538,11.711507,208.229512,242.239934,231.509677,38.670256,67.499353,51.617381,1
9,127.369023,160.100289,144.174653,-172.011856,-136.864053,-154.792038,63.114937,105.340526,85.971368,11.648653,218.621153,271.515569,249.24692,6.042581,81.276268,52.903785,1
10,130.683233,154.921439,143.328954,-164.553647,-142.836277,-154.368658,51.859211,106.238198,77.227374,10.891888,227.633583,294.444921,252.675946,0.586899,61.25065,28.242906,1
11,117.770402,169.767853,139.384535,-180.43668,-129.37155,-150.407181,40.534189,99.989495,66.860924,11.469024,211.786613,285.956457,246.108073,-10.426997,52.583996,20.422658,1
12,138.624395,152.573137,146.833286,-164.105695,-149.500405,-156.777152,40.741371,99.920552,77.832039,10.370584,266.957559,289.920851,277.558415,45.161496,62.596628,56.390705,1
13,128.405288,147.636118,142.345014,-159.409446,-138.96911,-152.408912,64.495917,108.067836,89.208238,10.621149,255.084175,295.621193,277.752693,40.154826,77.512692,61.241988,1
14,130.545347,156.129884,143.276981,-167.109131,-143.043813,-155.119606,51.409845,101.95702,79.325095,11.893264,256.466215,311.295629,284.639382,46.88719,92.807765,67.931218,1
15,121.706512,163.483795,136.941393,-173.013473,-131.23619,-147.308197,65.566123,106.446087,80.904683,11.254974,263.196104,337.947897,294.141041,36.598433,134.757228,76.303893,1
16,107.309464,149.293222,126.316053,-162.931191,-116.804494,-136.932996,87.732153,118.737724,100.006642,11.189966,280.391173,330.042444,302.972186,48.371407,118.703076,83.813544,1
17,93.77438,165.21055,125.772199,-177.398242,-105.479119,-136.130253,106.307848,121.810103,113.497886,11.925351,294.515631,362.735526,328.228538,66.705625,130.61429,99.678545,1
18,97.745492,121.050671,108.560778,-133.929206,-108.793328,-118.849624,108.482201,149.224633,129.138381,11.11666,324.69106,361.525312,347.847127,103.373001,160.89437,129.742781,1
19,83.347737,116.700196,98.970908,-128.887889,-95.638667,-111.123952,110.244311,154.403483,134.481899,11.566514,320.823539,354.450709,336.842866,98.573514,132.962238,115.681697,1
20,100.817871,124.918191,110.537495,-138.486863,-109.898536,-121.30956,114.904852,148.706677,131.81425,11.704534,325.86415,365.396369,345.182484,72.67891,123.846924,101.948711,1
21,95.224302,145.53,119.056629,-155.094327,-108.172135,-131.287897,118.150119,137.243769,125.038576,11.475425,341.640056,372.852102,352.145453,83.450975,118.046881,95.319673,1
22,75.682346,139.038406,102.811558,-150.639554,-86.799832,-114.274555,105.099756,125.780861,117.347817,12.14312,332.765158,357.622083,345.248598,80.033174,128.611763,101.353062,1
23,63.494653,121.395385,99.108794,-132.237453,-73.507285,-109.48426,117.597161,156.474953,138.589924,10.898036,343.228924,406.169206,372.310901,109.277343,144.494442,124.287452,1
24,67.672594,114.386896,95.181522,-126.920364,-79.066205,-106.195506,140.662277,168.697647,158.633131,10.68988,358.520816,414.424678,393.85229,122.397002,151.606522,140.652996,1
25,55.4499,99.126471,73.852707,-110.416492,-65.911544,-84.426428,136.863699,177.881903,159.107688,11.095668,349.890577,414.425385,379.473008,130.372459,161.792042,144.149021,1
26,74.232423,102.717159,84.521623,-112.384723,-85.350263,-94.81913,123.260379,171.389956,143.535959,10.383974,374.717097,394.950604,386.025944,101.784839,165.555264,133.549136,1
27,68.294141,80.723664,74.776277,-89.66609,-81.206618,-86.558267,115.836819,162.068167,137.554189,10.838969,368.7774,387.349559,380.862562,115.56034,156.613192,134.714537,1
28,55.864264,93.705437,71.487435,-104.443561,-68.604561,-83.554831,122.396648,175.25783,151.995077,11.209475,376.513148,414.286792,398.574879,120.567717,170.699113,145.279861,1
29,61.388889,94.7067,78.047795,-104.926161,-72.920387,-89.898728,135.620959,172.080799,156.543984,11.003823,406.448513,450.26085,424.963221,131.029715,172.599462,153.89419,1
30,42.39883,87.249199,70.684869,-99.609779,-54.965885,-82.389342,130.752176,160.169585,146.919553,11.602066,392.019999,443.568084,424.257882,126.333465,169.836442,145.21958,1
31,55.105185,75.579108,63.710675,-86.040753,-66.670977,-74.638038,140.903401,173.669668,153.919999,11.351358,412.805403,447.874364,425.27258,134.791523,167.351315,148.689353,1
32,57.486721,79.929583,66.429412,-93.533257,-69.709415,-77.607532,134.343217,170.872707,151.390678,11.1736,415.117642,449.267364,432.621187,116.596251,169.974328,140.359459,1
33,51.789915,82.346474,65.246952,-94.292336,-63.494653,-76.217803,138.41792,195.697105,163.639447,12.241564,444.809056,465.074737,456.202314,128.404581,189.135861,155.542455,1
34,43.503684,82.242529,65.911368,-94.602756,-55.035181,-77.96966,140.73122,194.765138,171.105699,11.299319,449.712842,489.92954,466.705502,147.014571,165.900686,159.375681,1
35,51.686677,76.028121,63.658702,-89.182782,-65.255703,-76.675389,141.214174,181.575829,164.088194,11.507517,467.800633,503.53781,487.384839,163.724565,196.664781,181.316851,1
36,48.095635,66.256613,55.803895,-78.513601,-59.419951,-68.336832,147.325698,178.330209,160.152261,11.503828,461.765477,518.694644,485.221093,130.821472,209.718325,169.302135,1
37,46.542122,65.117463,56.684066,-77.30551,-59.766079,-68.406129,147.774357,175.637193,161.446797,10.921461,473.849932,514.377757,494.269408,157.994525,223.731768,190.993607,1
38,32.490142,68.500969,46.498988,-79.963524,-43.400093,-57.650769,137.831022,172.94453,155.361701,11.28438,464.176711,520.593226,492.203772,173.289598,236.302358,202.058503,1
39,35.182805,61.077762,51.643279,-71.297577,-47.784862,-62.562333,127.506909,186.029895,161.740335,10.890731,482.54381,531.157401,510.502812,170.803057,249.317719,215.550454,1
40,40.845316,66.498797,55.285851,-78.582544,-54.241454,-67.845039,143.009518,173.773259,156.906376,10.435877,493.80095,534.576262,513.802349,200.670894,222.698685,211.632463,1
41,32.730912,64.806336,48.026339,-78.341421,-44.159172,-59.73974,118.046527,162.862248,143.207773,11.522586,468.012765,521.074058,500.428308,162.137817,235.505803,199.815118,1
42,34.871678,76.096357,51.16828,-85.005195,-46.265643,-61.509363,124.779245,166.108222,141.611038,11.211867,484.438856,531.051335,501.367876,182.714271,219.761717,197.492626,1
43,35.907589,72.230251,50.858125,-84.831954,-48.647886,-62.700396,120.532715,158.650367,137.796197,10.476937,483.477191,531.358926,505.951696,187.896657,219.93814,204.797216,1
44,44.539949,65.083169,56.287291,-80.033174,-58.005383,-68.682342,115.284568,161.343383,132.962415,11.484555,488.416331,531.539238,513.515971,180.745332,249.561671,207.686984,1
45,49.442674,73.334398,57.789009,-86.109342,-60.179383,-69.812918,123.018902,165.797095,144.727169,11.281376,500.016418,529.644192,511.186054,194.694074,224.424732,212.943174,1
46,49.546265,74.404957,62.873107,-88.319051,-63.080642,-76.235038,106.617914,159.824164,136.915407,12.024502,501.876109,526.288971,518.823691,204.088695,231.914054,218.898958,1
47,51.720972,61.422831,56.597976,-74.474254,-65.773305,-69.243343,112.902326,131.270485,120.230603,10.859875,493.04081,517.107189,507.697366,183.405468,232.847081,212.381731,1
48,36.528783,59.040588,46.170626,-70.158428,-48.371761,-57.340084,98.332037,128.577115,113.70498,11.102989,472.601888,518.280986,494.206652,155.335803,221.451702,188.91162,1
49,44.954314,89.735386,65.954855,-99.885904,-55.967855,-76.286834,89.941861,137.174826,111.149938,12.407756,476.469762,545.868757,504.74873,161.58486,238.063054,195.049484,1
50,58.073266,80.619719,68.673415,-90.632705,-67.534001,-79.299197,85.660683,139.66066,119.237914,11.399256,483.410015,541.788751,518.737954,177.053174,251.770319,219.426371,1
51,63.253176,84.279704,74.310205,-95.017474,-73.161864,-84.089846,99.920199,140.35115,123.19126,10.990709,500.359365,545.801582,523.407511,186.614672,239.197254,213.692707,1
52,60.042205,78.824375,68.73405,-88.008985,-70.745326,-79.64453,88.871302,118.80596,104.900352,10.673864,499.56387,539.133565,519.100346,169.871798,218.001374,199.571962,1
53,54.379693,77.339804,63.261573,-87.801095,-63.253176,-73.13632,85.488149,118.460892,101.076583,10.489548,497.735999,553.052962,520.481856,152.642787,247.142659,202.784967,1
54,43.33115,74.129186,57.849555,-87.248492,-51.58344,-68.863362,87.042016,109.795652,99.920375,10.908546,491.421535,532.847386,514.801137,169.699264,217.276236,196.120839,1
55,51.064777,86.317232,69.692268,-98.470276,-62.044377,-80.257415,77.684872,128.646412,102.941224,9.860997,498.255722,573.00398,544.780697,165.797095,260.743151,228.118128,1
56,56.140389,76.131359,66.524252,-85.488149,-68.121253,-76.571533,88.940598,129.026481,107.610957,10.858494,504.396945,535.544998,521.905792,170.872,211.613372,196.560394,1
57,42.916785,75.820585,58.867965,-87.283493,-54.37934,-69.916509,73.265808,127.576205,104.788629,11.765984,515.449024,543.80047,531.513606,202.46447,238.098056,221.515165,1
58,56.796584,72.506022,65.298571,-84.211114,-68.707445,-76.631902,83.209498,130.372813,103.597507,10.563813,517.969859,551.560967,532.107576,185.441582,264.23449,220.331998,1
59,48.130284,63.736484,55.959282,-74.785027,-56.589049,-64.815264,87.973983,122.293411,102.734218,11.020589,503.191328,537.585001,518.789219,196.008586,225.906474,210.70801,1
60,39.774756,71.574055,55.182436,-82.138584,-51.271959,-65.471017,92.979946,128.577115,109.613395,11.864112,488.034494,552.982252,516.70237,193.831404,278.149645,228.860148,1
